,school,age,address,famsize,Pstatus,Mjob,Fjob,reason,guardian,traveltime,studytime,failures,schoolsup,famsup,paid,activities,nursery,higher,internet,romantic,famrel,health,absences,G1,G2,G3,non_study_time,grade,GPA,Alcohol_Consumption,Parental_Education,age_standardized,studytime_standardized,GPA_standardized,absences_standardized,sex_M
124,GP,16,U,GT3,T,other,other,home,mother,1,2,0,0,0,1,0,1,1,1,1,5,5,0,8,7,8,4,D,5,1,2,-0.5455950010300283,-0.042232285573419244,-0.6265596105104847,-0.7133315635210776,0
125,GP,15,U,GT3,T,services,services,home,father,1,1,0,1,0,0,0,1,1,1,0,5,5,0,13,13,12,5,B,7,2,4,-1.3292678206913437,-1.23378605710917,0.8554227017747934,-0.7133315635210776,1
126,GP,15,U,LE3,A,other,other,home,mother,1,2,0,1,0,0,1,1,1,1,1,5,1,0,7,10,11,2,D,5,1,4,-1.3292678206913437,-0.042232285573419244,-0.6265596105104847,-0.7133315635210776,0
127,GP,19,U,GT3,T,at_home,other,course,other,1,2,3,0,1,0,0,0,0,0,0,3,5,2,7,8,9,3,D,5,1,0,1.8054234579539177,-0.042232285573419244,-0.6265596105104847,-0.4634282663230061,0
128,GP,18,R,GT3,T,services,other,reputation,mother,1,1,2,0,1,0,1,1,1,1,0,3,4,0,7,4,0,3,E,4,2,2,1.0217506382926023,-1.23378605710917,-1.3675507666531237,-0.7133315635210776,1
129,GP,16,R,GT3,T,teacher,teacher,course,mother,1,1,0,0,0,1,1,1,1,1,0,3,4,8,18,18,18,5,AB,8,4,4,-0.5455950010300283,-1.23378605710917,1.5964138579174325,0.2862816252712085,1
130,GP,15,R,GT3,T,services,teacher,course,father,2,3,2,0,1,0,0,1,1,1,1,4,5,0,12,0,0,2,E,4,2,4,-1.3292678206913437,1.1493214859623315,-1.3675507666531237,-0.7133315635210776,0
131,GP,15,U,GT3,T,at_home,other,course,mother,3,1,0,0,1,0,1,0,1,1,1,4,4,0,8,0,0,3,F,2,2,1,-1.3292678206913437,-1.23378605710917,-2.849533078938402,-0.7133315635210776,0
132,GP,17,U,LE3,T,other,other,course,father,1,1,0,0,1,0,0,1,1,1,1,3,5,12,10,13,12,4,C,6,2,2,0.23807781863128694,-1.23378605710917,0.11443154563215434,0.7860882196673515,0
133,GP,16,U,GT3,A,services,other,course,father,1,1,0,0,0,0,0,1,1,1,0,3,5,16,12,11,11,2,C,6,2,4,-0.5455950010300283,-1.23378605710917,0.11443154563215434,1.2858948140634945,0
134,GP,15,R,GT3,T,at_home,teacher,course,mother,4,2,0,0,1,0,0,1,1,0,1,5,5,0,9,0,0,3,F,2,1,4,-1.3292678206913437,-0.042232285573419244,-2.849533078938402,-0.7133315635210776,1
135,GP,15,U,GT3,T,services,at_home,course,mother,1,3,0,0,1,0,1,1,1,1,1,4,5,0,11,0,0,3,E,4,1,4,-1.3292678206913437,1.1493214859623315,-1.3675507666531237,-0.7133315635210776,0
136,GP,17,R,GT3,T,at_home,other,course,mother,3,2,0,0,0,0,0,1,1,0,0,5,5,0,10,0,0,4,F,2,3,4,0.23807781863128694,-0.042232285573419244,-2.849533078938402,-0.7133315635210776,1
137,GP,16,U,GT3,A,other,other,course,other,2,1,2,0,1,0,1,0,1,1,1,4,5,0,4,0,0,2,F,2,1,3,-0.5455950010300283,-1.23378605710917,-2.849533078938402,-0.7133315635210776,0
138,GP,16,U,LE3,T,services,other,course,mother,1,2,1,0,0,0,0,1,1,0,1,4,5,0,14,12,12,4,B,7,2,1,-0.5455950010300283,-0.042232285573419244,0.8554227017747934,-0.7133315635210776,1
139,GP,15,U,GT3,T,teacher,teacher,course,mother,2,1,0,0,0,0,1,1,1,1,0,4,5,0,16,16,15,2,AB,8,1,4,-1.3292678206913437,-1.23378605710917,1.5964138579174325,-0.7133315635210776,0
140,GP,15,U,GT3,T,teacher,services,course,father,2,4,0,1,1,0,0,1,1,1,0,2,3,0,7,9,0,2,E,4,1,4,-1.3292678206913437,2.3408752574980825,-1.3675507666531237,-0.7133315635210776,1
141,GP,16,U,LE3,T,services,services,reputation,father,2,1,2,0,1,0,1,1,1,1,0,2,2,8,9,9,9,3,D,5,2,2,-0.5455950010300283,-1.23378605710917,-0.6265596105104847,0.2862816252712085,1
142,GP,15,U,GT3,T,teacher,services,course,mother,1,3,0,0,1,1,1,1,1,1,0,4,5,2,9,11,11,2,C,6,1,4,-1.3292678206913437,1.1493214859623315,0.11443154563215434,-0.4634282663230061,0
143,GP,16,U,LE3,T,at_home,at_home,course,mother,1,1,0,0,0,0,0,1,1,1,0,3,1,2,14,14,13,4,B,7,3,1,-0.5455950010300283,-1.23378605710917,0.8554227017747934,-0.4634282663230061,0
144,GP,17,U,GT3,T,other,other,home,mother,1,1,3,0,1,0,0,1,1,1,0,5,5,0,5,0,0,4,F,2,2,2,0.23807781863128694,-1.23378605710917,-2.849533078938402,-0.7133315635210776,1
145,GP,15,U,GT3,T,other,services,course,father,1,2,0,0,1,1,0,1,1,1,0,4,5,0,8,11,11,3,C,6,2,1,-1.3292678206913437,-0.042232285573419244,0.11443154563215434,-0.7133315635210776,0
146,GP,15,U,GT3,T,health,services,home,father,1,2,3,0,1,0,0,1,1,1,0,3,3,0,6,7,0,2,E,4,1,2,-1.3292678206913437,-0.042232285573419244,-1.3675507666531237,-0.7133315635210776,0
147,GP,15,U,GT3,T,at_home,other,course,mother,1,2,0,0,1,1,0,0,1,1,0,4,5,2,10,11,11,2,C,6,1,2,-1.3292678206913437,-0.042232285573419244,0.11443154563215434,-0.4634282663230061,0
148,GP,16,U,GT3,T,teacher,teacher,course,mother,1,1,0,0,1,0,0,1,0,1,1,3,5,0,7,6,0,2,E,4,2,4,-0.5455950010300283,-1.23378605710917,-1.3675507666531237,-0.7133315635210776,1
149,GP,15,U,LE3,A,services,other,course,mother,4,1,3,0,0,0,0,1,1,1,0,4,5,0,8,9,10,5,D,5,4,2,-1.3292678206913437,-1.23378605710917,-0.6265596105104847,-0.7133315635210776,1
150,GP,18,U,LE3,T,other,other,course,mother,1,1,3,0,0,0,0,1,0,1,1,2,4,0,6,5,0,4,E,4,4,1,1.0217506382926023,-1.23378605710917,-1.3675507666531237,-0.7133315635210776,1
151,GP,16,U,LE3,T,at_home,other,course,mother,1,1,1,0,0,0,1,1,1,0,1,4,5,6,12,13,14,4,B,7,4,2,-0.5455950010300283,-1.23378605710917,0.8554227017747934,0.03637832807313696,1
152,GP,15,R,GT3,T,services,services,reputation,other,2,3,2,0,1,1,1,1,1,1,1,4,3,8,10,10,10,2,C,6,2,3,-1.3292678206913437,1.1493214859623315,0.11443154563215434,0.2862816252712085,0
153,GP,19,U,GT3,T,services,at_home,home,mother,1,1,3,0,1,0,0,1,0,1,1,4,4,0,5,0,0,4,F,2,1,2,1.8054234579539177,-1.23378605710917,-2.849533078938402,-0.7133315635210776,1
154,GP,17,U,GT3,T,other,teacher,course,mother,1,1,0,1,1,0,0,1,1,0,1,4,4,0,11,11,12,2,C,6,1,4,0.23807781863128694,-1.23378605710917,0.11443154563215434,-0.7133315635210776,0
155,GP,15,R,GT3,T,at_home,services,course,mother,1,2,0,1,0,1,1,1,1,0,0,4,1,2,11,8,8,4,D,5,1,2,-1.3292678206913437,-0.042232285573419244,-0.6265596105104847,-0.4634282663230061,1
156,GP,17,R,LE3,T,other,other,reputation,mother,1,1,0,0,0,0,0,1,1,0,0,2,5,8,16,12,13,2,B,7,3,2,0.23807781863128694,-1.23378605710917,0.8554227017747934,0.2862816252712085,1
157,GP,18,R,GT3,T,at_home,other,course,mother,3,1,3,0,1,0,1,0,1,0,0,5,4,6,9,8,10,4,D,5,3,1,1.0217506382926023,-1.23378605710917,-0.6265596105104847,0.03637832807313696,0
158,GP,16,R,GT3,T,at_home,other,course,mother,3,1,0,0,0,0,0,0,1,0,0,4,3,2,17,15,15,2,AB,8,2,2,-0.5455950010300283,-1.23378605710917,1.5964138579174325,-0.4634282663230061,1
159,GP,16,U,GT3,T,other,services,course,father,1,2,1,0,1,1,0,1,1,1,1,4,5,4,10,12,12,5,C,6,4,3,-0.5455950010300283,-0.042232285573419244,0.11443154563215434,-0.21352496912493457,1
160,GP,17,R,LE3,T,at_home,other,course,mother,2,1,2,0,0,0,1,1,0,1,1,3,5,0,7,6,0,2,E,4,2,2,0.23807781863128694,-1.23378605710917,-1.3675507666531237,-0.7133315635210776,1
161,GP,15,R,GT3,T,other,other,course,mother,2,2,2,1,1,0,0,1,1,1,1,4,3,6,5,9,7,4,D,5,2,2,-1.3292678206913437,-0.042232285573419244,-0.6265596105104847,0.03637832807313696,1
162,GP,16,U,LE3,T,other,other,course,mother,2,1,1,0,0,0,1,1,1,0,0,4,5,0,7,0,0,4,F,2,3,2,-0.5455950010300283,-1.23378605710917,-2.849533078938402,-0.7133315635210776,1
163,GP,17,U,GT3,T,at_home,services,course,father,1,1,0,0,0,0,0,1,0,1,0,5,2,2,10,10,10,3,C,6,2,2,0.23807781863128694,-1.23378605710917,0.11443154563215434,-0.4634282663230061,1
164,GP,17,R,LE3,T,other,services,course,mother,4,2,3,0,0,0,1,1,0,0,1,5,5,0,5,8,7,4,D,5,3,1,0.23807781863128694,-0.042232285573419244,-0.6265596105104847,-0.7133315635210776,1
165,GP,16,U,GT3,T,services,services,course,mother,2,1,1,0,1,0,1,0,0,0,0,4,2,16,12,11,12,4,C,6,1,2,-0.5455950010300283,-1.23378605710917,0.11443154563215434,1.2858948140634945,1
166,GP,16,U,GT3,T,other,other,course,father,1,2,0,0,0,0,0,1,0,1,0,4,4,4,10,10,10,4,C,6,3,2,-0.5455950010300283,-0.042232285573419244,0.11443154563215434,-0.21352496912493457,1
167,GP,16,U,GT3,T,health,services,home,father,1,2,0,0,0,1,0,1,1,1,1,4,3,0,14,15,16,2,B,7,1,3,-0.5455950010300283,-0.042232285573419244,0.8554227017747934,-0.7133315635210776,0
168,GP,16,U,GT3,T,other,other,home,mother,1,2,0,0,1,1,0,0,1,1,0,5,4,0,6,7,0,3,E,4,1,2,-0.5455950010300283,-0.042232285573419244,-1.3675507666531237,-0.7133315635210776,0
169,GP,16,U,GT3,T,health,health,reputation,mother,1,2,0,0,1,1,0,1,1,1,1,4,3,0,14,14,14,3,B,7,1,4,-0.5455950010300283,-0.042232285573419244,0.8554227017747934,-0.7133315635210776,0
170,GP,16,U,GT3,T,other,other,course,father,3,1,2,0,1,0,1,0,1,1,0,3,2,0,6,5,0,4,E,4,3,4,-0.5455950010300283,-1.23378605710917,-1.3675507666531237,-0.7133315635210776,1
171,GP,16,U,GT3,T,other,other,reputation,mother,2,2,0,0,1,1,1,1,1,1,1,4,3,2,13,15,16,2,B,7,1,0,-0.5455950010300283,-0.042232285573419244,0.8554227017747934,-0.4634282663230061,1
172,GP,17,U,LE3,T,teacher,other,reputation,mother,1,2,0,0,1,1,1,1,1,1,0,4,5,0,13,11,10,4,C,6,2,4,0.23807781863128694,-0.042232285573419244,0.11443154563215434,-0.7133315635210776,1
173,GP,16,U,GT3,T,at_home,services,home,mother,1,2,3,0,0,0,1,0,1,1,1,4,3,0,8,7,0,4,E,4,1,2,-0.5455950010300283,-0.042232285573419244,-1.3675507666531237,-0.7133315635210776,0
174,GP,16,U,LE3,T,other,other,reputation,mother,2,2,0,0,1,1,1,1,1,1,0,4,4,4,10,11,9,4,C,6,1,3,-0.5455950010300283,-0.042232285573419244,0.11443154563215434,-0.21352496912493457,0
175,GP,17,U,LE3,T,teacher,other,course,mother,2,2,0,0,0,1,1,1,1,1,0,4,4,4,10,9,9,4,D,5,4,4,0.23807781863128694,-0.042232285573419244,-0.6265596105104847,-0.21352496912493457,1
176,GP,16,U,GT3,T,services,other,reputation,mother,2,2,0,0,0,1,1,0,1,1,0,3,5,2,13,13,11,4,C,6,2,2,-0.5455950010300283,-0.042232285573419244,0.11443154563215434,-0.4634282663230061,0
177,GP,17,U,GT3,T,other,other,reputation,father,1,2,0,0,0,0,1,0,1,1,0,4,4,4,6,5,6,4,E,4,2,3,0.23807781863128694,-0.042232285573419244,-1.3675507666531237,-0.21352496912493457,1
178,GP,16,R,GT3,T,teacher,services,other,mother,1,1,0,0,1,0,1,1,1,1,1,4,3,10,10,8,9,3,D,5,4,3,-0.5455950010300283,-1.23378605710917,-0.6265596105104847,0.5361849224692801,1
179,GP,17,U,GT3,T,other,other,course,mother,1,2,0,0,1,0,1,1,1,1,1,5,2,4,10,10,11,2,C,6,1,4,0.23807781863128694,-0.042232285573419244,0.11443154563215434,-0.21352496912493457,1
180,GP,16,U,GT3,T,teacher,other,home,mother,1,2,0,0,1,1,1,1,1,1,0,3,3,10,9,8,8,4,D,5,2,4,-0.5455950010300283,-0.042232285573419244,-0.6265596105104847,0.5361849224692801,1
181,GP,16,U,GT3,T,services,other,home,mother,1,2,0,0,0,1,1,1,1,1,1,4,3,2,12,13,12,2,C,6,2,3,-0.5455950010300283,-0.042232285573419244,0.11443154563215434,-0.4634282663230061,1
182,GP,17,U,GT3,T,services,services,reputation,father,1,2,0,0,1,0,1,1,1,0,0,5,5,0,16,17,17,3,AB,8,2,3,0.23807781863128694,-0.042232285573419244,1.5964138579174325,-0.7133315635210776,0
183,GP,17,U,LE3,T,other,other,reputation,mother,1,2,0,0,1,0,1,1,1,1,1,5,1,56,9,9,8,3,D,5,2,3,0.23807781863128694,-0.042232285573419244,-0.6265596105104847,6.283960758024925,0
184,GP,16,U,GT3,T,other,other,reputation,mother,1,2,0,0,1,1,0,1,1,1,0,1,1,14,12,13,12,2,C,6,2,2,-0.5455950010300283,-0.042232285573419244,0.11443154563215434,1.035991516865423,0
185,GP,17,U,GT3,T,services,services,other,mother,1,2,0,0,1,0,1,1,1,1,1,4,4,12,12,12,11,4,C,6,2,3,0.23807781863128694,-0.042232285573419244,0.11443154563215434,0.7860882196673515,1
186,GP,16,U,GT3,T,services,services,other,mother,1,1,0,0,1,1,1,1,1,1,1,3,3,2,11,12,11,3,C,6,2,2,-0.5455950010300283,-1.23378605710917,0.11443154563215434,-0.4634282663230061,1
187,GP,16,U,LE3,T,other,other,course,mother,1,2,0,0,0,1,1,1,1,1,1,4,5,0,15,15,15,2,B,7,2,2,-0.5455950010300283,-0.042232285573419244,0.8554227017747934,-0.7133315635210776,1
188,GP,17,U,GT3,A,health,other,reputation,mother,1,2,0,0,1,0,0,0,1,1,1,3,3,6,8,7,9,3,D,5,2,3,0.23807781863128694,-0.042232285573419244,-0.6265596105104847,0.03637832807313696,0
189,GP,17,R,GT3,T,at_home,other,home,mother,1,2,0,0,0,0,0,1,1,0,0,3,3,4,8,9,10,2,D,5,3,2,0.23807781863128694,-0.042232285573419244,-0.6265596105104847,-0.21352496912493457,1
190,GP,16,U,GT3,T,services,services,course,mother,1,2,0,0,0,0,0,1,1,1,0,4,2,10,11,12,13,3,C,6,1,2,-0.5455950010300283,-0.042232285573419244,0.11443154563215434,0.5361849224692801,0
191,GP,17,U,GT3,T,at_home,services,course,mother,1,2,0,0,0,0,1,1,1,1,0,5,3,0,8,8,9,3,D,5,1,1,0.23807781863128694,-0.042232285573419244,-0.6265596105104847,-0.7133315635210776,0
192,GP,17,U,GT3,T,at_home,services,other,other,2,2,0,0,0,1,1,0,1,1,0,4,5,12,7,8,8,4,D,5,4,2,0.23807781863128694,-0.042232285573419244,-0.6265596105104847,0.7860882196673515,1
193,GP,16,R,GT3,T,services,services,reputation,mother,1,1,0,0,1,0,1,1,1,1,0,4,5,8,8,9,10,2,D,5,4,3,-0.5455950010300283,-1.23378605710917,-0.6265596105104847,0.2862816252712085,1
194,GP,16,U,GT3,T,other,other,home,father,2,1,0,0,0,0,0,1,1,1,0,5,3,0,13,14,14,3,B,7,1,2,-0.5455950010300283,-1.23378605710917,0.8554227017747934,-0.7133315635210776,1
195,GP,17,U,LE3,T,services,services,course,father,1,2,0,0,0,0,1,1,1,1,1,4,5,0,14,15,15,2,B,7,1,3,0.23807781863128694,-0.042232285573419244,0.8554227017747934,-0.7133315635210776,0
196,GP,17,U,GT3,T,services,teacher,home,mother,1,1,0,0,0,0,0,1,1,1,0,5,5,4,17,15,16,2,AB,8,2,4,0.23807781863128694,-1.23378605710917,1.5964138579174325,-0.21352496912493457,1
197,GP,16,R,LE3,T,teacher,other,home,father,3,1,0,0,1,1,1,1,1,1,0,3,3,8,9,9,10,4,D,5,4,3,-0.5455950010300283,-1.23378605710917,-0.6265596105104847,0.2862816252712085,1
198,GP,17,U,GT3,T,services,teacher,home,mother,2,1,1,0,1,0,0,1,1,1,0,4,2,24,18,18,18,3,AB,8,2,4,0.23807781863128694,-1.23378605710917,1.5964138579174325,2.2855080028557806,0
199,GP,16,U,LE3,T,teacher,teacher,reputation,mother,1,2,0,0,1,1,0,1,1,1,0,4,3,0,9,9,10,4,D,5,2,4,-0.5455950010300283,-0.042232285573419244,-0.6265596105104847,-0.7133315635210776,0
200,GP,16,U,GT3,T,health,other,home,mother,1,2,0,0,1,0,1,1,1,1,0,4,2,2,16,16,16,4,AB,8,3,4,-0.5455950010300283,-0.042232285573419244,1.5964138579174325,-0.4634282663230061,0
201,GP,16,U,GT3,T,other,other,reputation,mother,1,2,0,1,1,1,1,1,1,0,0,4,4,6,8,10,10,4,D,5,2,2,-0.5455950010300283,-0.042232285573419244,-0.6265596105104847,0.03637832807313696,0
202,GP,17,U,GT3,T,other,other,course,mother,1,2,0,0,1,1,0,0,1,0,0,4,1,4,9,9,10,4,D,5,2,1,0.23807781863128694,-0.042232285573419244,-0.6265596105104847,-0.21352496912493457,0
203,GP,17,R,GT3,T,other,other,reputation,mother,1,1,0,0,1,0,0,1,1,1,0,5,3,18,7,6,6,2,E,4,2,2,0.23807781863128694,-1.23378605710917,-1.3675507666531237,1.5357981112615662,0
204,GP,16,R,GT3,T,services,services,reputation,mother,2,4,0,0,1,1,1,0,1,1,0,5,5,6,10,10,11,4,C,6,1,2,-0.5455950010300283,2.3408752574980825,0.11443154563215434,0.03637832807313696,0
205,GP,17,U,GT3,T,at_home,services,home,mother,1,3,1,0,1,1,0,1,1,1,1,4,5,28,10,9,9,4,D,5,4,4,0.23807781863128694,1.1493214859623315,-0.6265596105104847,2.7853145972519235,0
206,GP,16,U,GT3,A,services,other,course,mother,1,2,3,0,1,1,0,1,1,1,0,2,4,5,7,7,7,3,D,5,2,2,-0.5455950010300283,-0.042232285573419244,-0.6265596105104847,-0.0885733205258988,0
207,GP,16,U,GT3,T,teacher,other,other,mother,1,2,0,0,0,1,1,1,1,1,1,1,1,10,11,12,13,2,C,6,1,4,-0.5455950010300283,-0.042232285573419244,0.11443154563215434,0.5361849224692801,0
208,GP,16,U,GT3,T,at_home,other,home,mother,2,1,0,0,1,1,0,1,1,0,0,4,5,6,9,9,10,2,D,5,2,1,-0.5455950010300283,-1.23378605710917,-0.6265596105104847,0.03637832807313696,0
209,GP,17,R,GT3,T,teacher,other,reputation,mother,2,3,0,0,1,1,1,1,1,1,1,4,4,6,7,7,7,3,D,5,1,4,0.23807781863128694,1.1493214859623315,-0.6265596105104847,0.03637832807313696,0
210,GP,19,U,GT3,T,other,other,reputation,other,1,4,0,0,1,1,1,1,1,1,0,4,3,10,8,8,8,3,D,5,2,3,1.8054234579539177,2.3408752574980825,-0.6265596105104847,0.5361849224692801,0
211,GP,17,U,LE3,T,services,other,home,mother,1,2,0,0,1,1,0,1,1,1,1,5,3,13,12,12,13,4,C,6,4,4,0.23807781863128694,-0.042232285573419244,0.11443154563215434,0.9110398682663873,1
212,GP,16,U,GT3,A,other,other,reputation,mother,1,2,0,1,1,1,0,1,1,1,0,3,4,0,12,13,14,4,B,7,1,2,-0.5455950010300283,-0.042232285573419244,0.8554227017747934,-0.7133315635210776,0
213,GP,18,U,GT3,T,services,other,home,mother,1,2,1,0,1,1,1,1,1,1,0,4,5,15,6,7,8,4,D,5,3,2,1.0217506382926023,-0.042232285573419244,-0.6265596105104847,1.1609431654644589,1
214,GP,17,R,LE3,T,services,other,other,mother,1,1,0,0,1,1,0,1,1,0,0,5,3,12,8,10,10,2,D,5,2,4,0.23807781863128694,-1.23378605710917,-0.6265596105104847,0.7860882196673515,0
215,GP,17,U,LE3,T,other,other,reputation,mother,2,2,0,0,0,1,0,1,1,1,0,4,1,2,14,15,15,4,B,7,2,2,0.23807781863128694,-0.042232285573419244,0.8554227017747934,-0.4634282663230061,0
216,GP,17,U,GT3,T,other,other,reputation,mother,1,2,2,0,0,1,0,1,1,1,1,3,1,22,6,6,4,4,E,4,3,4,0.23807781863128694,-0.042232285573419244,-1.3675507666531237,2.0356047056577093,0
217,GP,18,U,LE3,T,services,health,home,father,1,2,1,0,1,1,0,1,1,1,0,3,4,13,6,6,8,3,D,5,3,3,1.0217506382926023,-0.042232285573419244,-0.6265596105104847,0.9110398682663873,1
218,GP,17,U,GT3,T,at_home,other,home,father,2,1,0,0,1,1,0,1,1,0,0,3,3,3,7,7,8,3,D,5,2,2,0.23807781863128694,-1.23378605710917,-0.6265596105104847,-0.3384766177239703,0
219,GP,17,U,GT3,T,at_home,at_home,course,mother,1,3,0,0,1,1,1,1,1,1,0,4,4,4,9,10,10,3,C,6,1,2,0.23807781863128694,1.1493214859623315,0.11443154563215434,-0.21352496912493457,0
220,GP,17,R,GT3,T,at_home,services,reputation,mother,2,2,0,0,1,0,1,1,1,1,0,4,5,2,6,6,6,4,E,4,2,2,0.23807781863128694,-0.042232285573419244,-1.3675507666531237,-0.4634282663230061,0
221,GP,17,U,GT3,T,at_home,other,reputation,mother,1,3,1,0,1,0,1,1,1,0,1,4,5,0,6,5,0,4,E,4,1,1,0.23807781863128694,1.1493214859623315,-1.3675507666531237,-0.7133315635210776,0
222,GP,16,U,GT3,T,services,teacher,other,mother,1,2,0,1,0,0,0,1,1,1,0,2,3,2,16,16,17,2,AB,8,1,2,-0.5455950010300283,-0.042232285573419244,1.5964138579174325,-0.4634282663230061,0
223,GP,18,U,GT3,T,other,other,home,mother,2,2,0,0,1,1,0,1,1,1,0,3,4,0,12,13,13,3,B,7,5,2,1.0217506382926023,-0.042232285573419244,0.8554227017747934,-0.7133315635210776,1
224,GP,16,U,GT3,T,teacher,services,home,mother,1,3,0,0,1,0,1,0,1,1,0,5,5,0,13,13,14,2,B,7,1,4,-0.5455950010300283,1.1493214859623315,0.8554227017747934,-0.7133315635210776,0
225,GP,18,R,GT3,T,other,other,reputation,mother,1,2,1,0,0,0,1,1,1,1,1,5,4,16,9,8,7,3,D,5,1,2,1.0217506382926023,-0.042232285573419244,-0.6265596105104847,1.2858948140634945,0
226,GP,17,U,GT3,T,other,other,course,mother,1,2,0,0,0,0,1,0,1,1,0,5,3,10,16,15,15,4,B,7,2,2,0.23807781863128694,-0.042232285573419244,0.8554227017747934,0.5361849224692801,0
227,GP,17,U,LE3,T,services,services,reputation,father,1,2,0,0,1,1,0,0,1,1,0,5,3,2,12,11,12,3,C,6,2,2,0.23807781863128694,-0.042232285573419244,0.11443154563215434,-0.4634282663230061,1
228,GP,18,U,LE3,T,at_home,other,course,mother,4,2,0,1,1,1,1,1,1,1,1,4,3,14,10,8,9,2,D,5,4,2,1.0217506382926023,-0.042232285573419244,-0.6265596105104847,1.035991516865423,1
229,GP,17,U,GT3,A,other,other,course,mother,2,3,0,0,0,0,1,1,1,1,1,3,3,10,12,10,12,2,C,6,2,2,0.23807781863128694,1.1493214859623315,0.11443154563215434,0.5361849224692801,0
230,GP,17,U,LE3,T,health,other,reputation,father,1,2,0,0,0,0,1,1,1,1,1,3,3,14,13,13,14,2,B,7,2,4,0.23807781863128694,-0.042232285573419244,0.8554227017747934,1.035991516865423,0
231,GP,17,R,GT3,T,other,other,course,father,2,2,0,0,1,1,1,1,1,1,0,4,1,4,11,11,11,4,C,6,1,2,0.23807781863128694,-0.042232285573419244,0.11443154563215434,-0.21352496912493457,1
232,GP,17,U,GT3,T,teacher,teacher,reputation,mother,1,2,0,1,1,0,1,1,1,1,1,4,2,14,11,9,9,5,C,6,2,4,0.23807781863128694,-0.042232285573419244,0.11443154563215434,1.035991516865423,1
233,GP,16,U,GT3,T,health,other,reputation,father,1,2,0,0,1,1,1,1,1,1,0,4,1,2,14,13,13,3,B,7,3,4,-0.5455950010300283,-0.042232285573419244,0.8554227017747934,-0.4634282663230061,1
234,GP,16,U,LE3,T,other,other,home,mother,2,2,0,0,1,1,0,1,1,1,0,3,5,18,9,7,6,3,D,5,1,1,-0.5455950010300283,-0.042232285573419244,-0.6265596105104847,1.5357981112615662,1
235,GP,16,U,GT3,T,at_home,other,reputation,mother,2,3,0,0,0,0,1,1,1,1,1,5,2,10,11,9,10,3,C,6,2,2,-0.5455950010300283,1.1493214859623315,0.11443154563215434,0.5361849224692801,1
236,GP,17,U,LE3,T,other,other,home,father,1,2,0,0,0,1,1,0,1,1,1,4,4,4,14,13,13,3,B,7,5,2,0.23807781863128694,-0.042232285573419244,0.8554227017747934,-0.21352496912493457,1
237,GP,16,U,GT3,T,other,other,home,mother,1,1,0,0,0,0,0,1,1,1,1,4,5,20,13,12,12,4,C,6,1,2,-0.5455950010300283,-1.23378605710917,0.11443154563215434,1.7857014084596377,0
238,GP,17,R,GT3,T,at_home,services,course,mother,3,2,0,0,0,0,1,1,1,0,0,2,3,2,13,11,11,1,C,6,1,2,0.23807781863128694,-0.042232285573419244,0.11443154563215434,-0.4634282663230061,0
239,GP,18,U,GT3,T,other,services,reputation,father,1,2,1,0,0,0,0,1,0,1,0,5,2,0,7,7,0,4,E,4,4,2,1.0217506382926023,-0.042232285573419244,-1.3675507666531237,-0.7133315635210776,1
240,GP,17,U,LE3,T,health,other,course,mother,2,2,0,0,0,0,1,1,1,1,1,2,5,14,12,12,12,5,C,6,2,4,0.23807781863128694,-0.042232285573419244,0.11443154563215434,1.035991516865423,1
241,GP,17,R,LE3,A,teacher,other,course,mother,2,2,0,0,1,1,0,1,1,1,0,3,4,2,10,11,12,3,C,6,2,4,0.23807781863128694,-0.042232285573419244,0.11443154563215434,-0.4634282663230061,1
242,GP,16,U,LE3,T,teacher,other,course,mother,1,1,0,0,0,0,1,0,1,1,0,5,3,0,6,0,0,4,F,2,1,4,-0.5455950010300283,-1.23378605710917,-2.849533078938402,-0.7133315635210776,1
243,GP,16,U,GT3,T,services,services,course,mother,1,1,0,0,0,0,1,1,1,1,0,5,5,0,13,12,12,2,C,6,2,4,-0.5455950010300283,-1.23378605710917,0.11443154563215434,-0.7133315635210776,1
244,GP,18,U,GT3,T,other,other,course,other,2,3,0,0,1,1,0,0,1,1,1,4,3,0,7,0,0,4,F,2,1,2,1.0217506382926023,1.1493214859623315,-2.849533078938402,-0.7133315635210776,0
245,GP,16,U,GT3,T,other,other,course,mother,3,1,0,0,0,0,0,1,1,1,0,4,4,6,18,18,18,3,AB,8,1,2,-0.5455950010300283,-1.23378605710917,1.5964138579174325,0.03637832807313696,1
246,GP,17,U,GT3,T,other,other,course,father,2,1,0,0,0,0,0,1,1,1,0,5,2,4,12,12,13,2,C,6,1,2,0.23807781863128694,-1.23378605710917,0.11443154563215434,-0.21352496912493457,1
247,GP,22,U,GT3,T,services,services,other,mother,1,1,3,0,0,0,0,0,0,1,1,5,1,16,6,8,8,4,D,5,5,2,4.1564419169378635,-1.23378605710917,-0.6265596105104847,1.2858948140634945,1
248,GP,18,R,LE3,T,other,services,course,mother,1,2,1,0,1,0,0,1,1,1,1,4,5,8,3,5,5,3,E,4,2,3,1.0217506382926023,-0.042232285573419244,-1.3675507666531237,0.2862816252712085,1
249,GP,16,U,GT3,T,other,other,other,mother,1,1,0,0,0,1,0,0,1,1,0,4,5,0,13,15,15,2,B,7,3,1,-0.5455950010300283,-1.23378605710917,0.8554227017747934,-0.7133315635210776,1
